,ID#,clust,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
1019,1030,4,71627,0,1,1,1,3225,9,600,2,5793,0
1020,1031,4,161396,0,3,1,1,26695,11,1000,2,5792,0
1021,1032,4,81300,0,1,1,1,3750,5,250,3,5791,0
1022,1033,4,66015,0,2,1,1,26706,30,2676,7,5790,1
1023,1034,4,7800,0,1,1,1,200,1,0,0,5787,0
1024,1035,4,27348,0,1,1,1,3084,4,0,0,5824,0
1025,1036,4,153554,0,1,1,1,11786,6,1750,4,5784,1
1026,1037,4,42990,0,1,1,1,5345,3,0,0,5804,0
1027,1038,4,16664,0,1,1,1,0,0,0,0,5778,1
1028,1039,4,37618,0,3,1,1,17385,7,0,0,5818,0
1029,1040,4,53384,0,3,1,1,16907,12,0,0,5778,0
1030,1041,4,43326,0,1,1,1,1100,7,1100,7,5776,0
1031,1042,4,113683,0,3,1,1,11821,12,0,0,5773,0
1032,1043,4,77930,0,4,1,1,37541,35,3600,18,5773,1
1033,1044,4,27625,0,3,1,1,27799,16,500,1,5772,1
1034,1045,4,33835,0,1,1,1,2280,7,1000,2,5771,0
1035,1046,1,170049,3692,2,1,1,10232,16,750,2,5770,0
1036,1047,4,154664,0,4,1,3,73881,33,0,0,5769,0
1037,1048,4,36935,0,4,1,1,34448,17,0,0,5766,1
1038,1049,4,67904,0,1,1,1,81,1,0,0,5764,0
1039,1050,4,57434,0,2,1,1,11140,16,0,0,5770,1
1040,1051,4,11031,0,1,1,1,1600,5,0,0,5762,0
1041,1052,4,78268,0,1,1,1,6172,13,500,1,5758,0
1042,1053,4,98213,0,5,1,1,68013,29,0,0,5755,1
1043,1054,4,9430,0,3,1,1,11323,13,0,0,5756,1
1044,1055,4,5195,0,1,1,1,33050,3,50,1,5755,1
1045,1056,4,9793,0,1,1,1,3100,2,0,0,5755,0
1046,1057,4,34690,0,3,1,1,18124,14,0,0,5752,1
1047,1058,4,138368,0,5,1,1,68663,13,0,0,5755,0
1048,1059,4,63547,0,4,1,1,31745,14,0,0,5748,0
1049,1060,1,217130,0,4,1,1,51202,20,0,0,5745,0
1050,1061,4,14106,0,1,1,1,475,4,0,0,5749,0
1051,1062,4,44026,0,2,1,1,12282,18,634,1,5738,0
1052,1063,4,62183,1896,4,1,1,38635,18,0,0,5738,1
1053,1064,4,165534,0,5,1,1,71312,18,1000,2,5736,1
1054,1065,4,45358,0,3,1,1,14507,9,0,0,5735,0
1055,1066,4,72325,0,5,1,1,56792,16,0,0,5731,1
1056,1067,1,190285,0,5,1,1,69262,16,348,1,5728,0
1057,1068,1,235567,0,3,1,1,16106,15,0,0,5728,0
1058,1069,1,305519,0,5,1,1,79216,27,650,3,5724,1
1059,1070,1,161546,0,1,1,1,8042,6,600,2,5722,0
1060,1071,4,38884,0,1,1,1,2850,13,500,1,5729,0
1061,1072,4,42040,1000,1,1,1,14189,17,4034,13,5717,1
1062,1073,4,96988,0,2,1,1,7761,14,0,0,5715,0
1063,1074,4,24394,0,1,1,1,3250,3,250,1,5713,1
1064,1075,1,354641,0,5,1,1,77694,29,3600,9,5710,1
1065,1076,4,39313,0,3,1,1,24091,16,0,0,5706,1
1066,1077,4,468,0,1,1,1,26650,14,550,3,5708,1
1067,1078,4,146014,0,4,1,1,26366,17,700,3,5822,0
1068,1079,4,42999,0,4,1,1,33801,12,350,1,5653,1
1069,1080,4,37163,0,3,1,1,19318,14,0,0,4988,0
1070,1081,4,6158,0,4,1,1,27754,14,0,0,5546,1
1071,1082,4,108904,0,3,1,1,19931,17,0,0,5255,0
1072,1083,4,25168,0,1,1,1,500,1,500,1,5547,0
1073,1084,4,68454,0,3,1,1,13667,12,0,0,5559,0
1074,1085,4,70877,0,2,1,1,8956,15,0,0,5696,0
1075,1086,4,1057,0,1,1,1,433,5,0,0,5622,0
1076,1087,4,35342,0,5,1,1,70454,12,0,0,5534,1
1077,1088,4,16992,0,1,1,1,0,0,0,0,5582,0
1078,1089,4,2558,0,1,1,1,6264,10,0,0,5581,1
1079,1090,1,196093,0,1,1,1,14000,3,0,0,5595,1
1080,1092,1,269558,0,1,1,1,10000,1,0,0,5472,1
1081,1093,4,88500,0,1,1,1,2500,2,0,0,5090,0
1082,1094,4,8719,0,1,1,1,2000,9,0,0,5671,0
1083,1095,4,36936,0,1,1,1,2875,16,0,0,5492,1
1084,1096,1,427357,0,2,1,1,6027,12,0,0,5587,1
1085,1097,1,258422,0,4,1,1,48708,17,0,0,5657,0
1086,1098,4,75428,0,2,1,1,7539,14,0,0,5609,0
1087,1099,4,34383,0,3,1,1,22956,12,0,0,5611,1
1088,1100,4,82120,0,1,1,1,8000,3,0,0,5619,0
1089,1101,4,34546,0,1,1,1,1500,2,0,0,5612,0
1090,1102,4,92641,0,1,1,1,5265,6,0,0,5568,0
1091,1103,4,95100,0,1,1,1,1250,3,1250,3,5671,0
1092,1104,4,19960,0,1,1,1,0,0,0,0,4896,0
1093,1105,4,47150,0,4,1,1,39561,18,0,0,5577,1
1094,1106,4,1650,0,1,1,1,1250,3,250,1,5554,1
1095,1107,4,100992,0,1,1,1,8144,16,409,2,5422,1
1096,1108,4,68610,0,2,1,1,6115,12,0,0,5349,1
1097,1109,4,75684,0,2,1,1,27320,9,0,0,5316,0
1098,1110,4,42438,0,1,1,1,519,10,0,0,5349,0
1099,1111,4,17645,0,4,1,1,60978,20,0,0,5660,1
1100,1112,4,24545,0,1,1,1,0,0,0,0,5671,0
1101,1113,4,84633,0,3,1,1,10771,10,0,0,5479,0
1102,1114,4,103891,1388,5,1,1,140573,21,1150,3,5699,1
1103,1115,4,39847,0,5,1,1,95918,38,150,1,5694,1
1104,1116,4,47938,0,3,1,1,12656,13,0,0,5708,0
1105,1117,4,88929,0,4,1,1,44932,20,650,2,5694,1
1106,1118,4,129866,0,5,1,1,66150,30,0,0,5692,0
1107,1119,4,22585,0,1,1,1,3430,3,0,0,5689,0
1108,1120,4,47394,0,2,1,1,31347,19,2150,5,5688,1
1109,1121,4,73640,0,2,1,1,10192,14,0,0,5156,0
1110,1122,1,247743,0,4,1,1,51296,20,500,1,5087,0
1111,1123,1,295008,0,5,1,1,136704,27,0,0,5028,1
1112,1124,4,117543,4116,4,1,1,32355,21,600,2,4954,0
1113,1125,4,102803,0,5,1,1,90605,20,0,0,5701,0
1114,1126,4,89945,0,2,1,1,14218,16,350,1,5680,0
1115,1127,3,739476,0,1,1,1,24215,8,322,1,5678,1
1116,1128,4,69337,0,3,1,1,17740,13,0,0,5667,0
1117,1129,4,140866,0,3,1,1,15906,17,0,0,5672,0
1118,1130,4,25634,2505,1,1,1,0,0,0,0,5663,0
1119,1131,4,82078,0,4,1,1,40279,9,0,0,5664,0
1120,1132,4,33327,0,1,1,1,1000,1,0,0,5664,0
1121,1133,4,95783,0,3,1,1,14506,13,0,0,5659,0
1122,1134,4,27591,0,1,1,1,8209,34,1800,16,5659,0
1123,1135,4,82114,0,5,1,1,58335,15,0,0,5658,1
1124,1136,4,15917,2586,5,1,1,105449,25,200,2,5653,1
1125,1137,4,140511,0,4,1,1,32105,16,0,0,5651,0
1126,1138,1,375927,0,2,1,1,18202,30,1100,3,5652,1
1127,1139,4,28223,0,2,1,1,8625,12,0,0,5651,0
1128,1140,4,33129,0,3,1,1,30775,14,500,1,5647,0
1129,1141,4,1625,0,1,1,1,1375,4,0,0,1547,0
1130,1142,4,52819,0,4,1,1,37535,15,1000,2,5645,1
1131,1143,4,3507,1745,1,1,1,14500,7,0,0,5643,1
1132,1144,4,14769,0,1,1,1,500,1,0,0,5639,0
1133,1145,4,37215,0,2,1,1,8199,8,0,0,5637,0
1134,1146,4,115655,0,4,1,1,64968,21,500,1,5631,1
1135,1147,1,179251,0,3,1,1,14775,16,200,2,5629,1
1136,1148,4,24418,0,2,1,1,12533,13,0,0,5626,1
1137,1149,4,34562,0,1,1,1,1770,9,250,3,5622,0
1138,1150,4,144570,0,4,1,1,49052,15,0,0,5617,1
1139,1151,4,24813,0,1,1,1,4066,10,0,0,5225,0
1140,1152,4,48803,0,5,1,1,72129,14,0,0,5107,1
1141,1153,4,22116,0,3,1,1,20809,14,0,0,5463,1
1142,1154,4,8516,0,1,1,1,0,0,0,0,5566,0
1143,1155,4,36079,0,3,1,1,22506,22,150,1,5323,0
1144,1156,4,16872,0,1,1,1,28964,7,0,0,5479,1
1145,1157,4,62895,0,1,1,1,8500,4,0,0,5520,1
1146,1158,4,7383,0,1,1,1,7225,11,2750,7,5238,1
1147,1159,4,2261,0,1,1,1,15062,2,0,0,5556,1
1148,1160,4,66950,0,1,1,1,17303,20,2000,8,5464,1
1149,1161,4,84856,0,1,2,1,6894,13,0,0,5547,0
1150,1162,4,71128,2919,1,1,1,17950,17,4450,11,5162,1
1151,1163,4,39654,0,1,1,1,1625,6,0,0,5518,0
1152,1164,4,25214,0,1,1,1,1000,1,0,0,5598,0
1153,1165,4,48775,0,3,1,1,17494,15,0,0,5588,0
1154,1166,4,81952,0,5,1,1,64754,22,0,0,5427,1
1155,1167,4,46535,0,3,1,1,25891,14,150,1,5399,1
1156,1168,4,23130,0,1,1,1,5032,10,0,0,5500,0
1157,1169,4,100443,0,3,1,1,12744,21,0,0,5492,0
1158,1170,4,139664,0,5,1,1,63706,14,0,0,5505,0
1159,1171,4,31769,0,1,1,1,0,0,0,0,5464,0
1160,1172,4,60170,0,3,1,1,17235,14,0,0,5351,1
1161,1173,4,33373,0,1,1,1,0,0,0,0,5427,0
1162,1174,4,59385,0,3,1,1,22914,11,0,0,5476,0
1163,1175,1,210040,0,5,1,1,77333,39,0,0,5517,0
1164,1176,4,23379,0,2,1,1,11712,25,0,0,5499,1
1165,1177,4,22372,0,3,1,1,14766,12,0,0,4950,0
1166,1178,4,23120,0,1,1,1,4231,7,0,0,5615,0
1167,1179,4,46157,0,1,1,1,1625,3,500,1,5609,0
1168,1180,4,94896,0,4,1,1,38127,15,500,1,5602,1
1169,1181,4,12091,0,4,1,1,29271,15,0,0,5609,1
1170,1182,4,56451,0,2,1,1,9302,11,0,0,5597,1
1171,1183,4,106309,0,3,1,1,21873,22,1200,4,5594,1
1172,1184,4,121853,0,3,1,1,18120,18,2000,4,5589,0
1173,1185,4,4137,0,3,1,1,15891,19,0,0,5588,1
1174,1186,4,21676,0,3,1,1,15392,15,100,1,5584,1
1175,1187,4,36644,0,3,1,1,14506,13,0,0,5583,0
1176,1188,4,77102,0,3,1,1,13175,20,1850,6,5581,0
1177,1189,4,32214,11148,3,1,1,12717,10,0,0,5576,1
1178,1190,4,42351,0,4,1,1,28959,14,0,0,5594,0
1179,1191,4,34450,0,1,1,1,26996,7,0,0,5566,0
1180,1192,4,4151,0,1,1,1,375,3,0,0,5570,0
1181,1193,4,60646,888,5,1,1,57011,18,50,1,5559,1
1182,1194,4,44331,0,1,1,1,2850,3,350,1,5555,1
1183,1195,4,76742,0,3,1,1,17910,13,0,0,5547,0
1184,1196,4,27993,0,1,1,1,6000,3,0,0,5542,0
1185,1197,4,67770,0,3,1,1,23960,15,0,0,5539,0
1186,1198,4,30554,0,4,1,1,38243,25,0,0,5324,1
1187,1199,4,123646,0,1,1,1,12450,30,2450,29,5069,1
1188,1200,0,837979,0,1,1,1,18372,15,1450,4,5373,1
1189,1201,4,6584,0,1,1,1,0,0,0,0,5118,0
1190,1202,4,17489,0,1,1,1,5565,4,0,0,5380,0
1191,1203,4,28941,0,1,1,1,2935,6,0,0,4692,0
1192,1204,4,19085,0,1,1,1,827,11,0,0,5244,0
1193,1205,4,56480,0,4,1,1,35841,31,500,1,5401,1
1194,1206,4,8320,0,1,1,1,0,0,0,0,5164,0
1195,1207,4,13640,0,1,1,1,1500,5,0,0,4923,0
1196,1208,4,14739,0,1,1,1,1800,4,800,3,5332,1
1197,1209,4,30594,0,1,1,1,3250,12,0,0,5017,0
1198,1210,4,11162,0,1,1,1,0,0,0,0,4950,0
1199,1211,4,15964,0,1,1,1,0,0,0,0,5325,0
1200,1213,4,5583,0,1,1,1,3147,14,0,0,5365,1
1201,1214,4,38822,0,1,1,1,2000,9,0,0,5304,0
1202,1215,4,2305,0,1,1,1,0,0,0,0,5105,0
1203,1216,4,39372,0,1,1,1,4296,10,0,0,5190,0
1204,1217,4,25125,0,1,1,1,1875,8,0,0,5147,1
1205,1218,4,10288,0,1,1,1,1250,3,0,0,5532,0
1206,1219,4,135149,0,1,1,1,15300,19,3800,17,5267,1
1207,1220,4,4916,0,1,1,1,900,3,800,2,5107,1
1208,1221,4,163976,0,4,1,1,39098,18,2594,4,4922,0
1209,1222,1,207021,0,1,1,1,3600,4,100,1,5412,0
1210,1223,4,104442,0,4,1,1,38180,23,1450,5,5029,0
1211,1224,4,131992,0,3,1,1,12504,16,0,0,5372,0
1212,1225,4,2278,0,1,1,1,0,0,0,0,5175,0
1213,1226,4,34086,0,3,1,1,19669,18,1500,3,5344,1
1214,1227,4,8740,0,1,1,1,1250,3,0,0,5395,0
1215,1228,1,241918,0,4,1,1,40945,13,0,0,5379,0
1216,1229,4,26748,0,3,1,1,11981,14,0,0,5408,1
1217,1230,4,65969,0,1,1,1,2550,5,1050,3,5419,0
1218,1231,4,10009,0,1,1,1,0,0,0,0,5353,0
1219,1232,1,378759,0,1,1,1,28904,9,2303,4,5408,1
1220,1233,4,40965,10098,1,1,1,9850,11,1850,6,5429,1
1221,1234,4,57509,0,4,1,1,52449,19,150,1,5441,1
1222,1235,4,71503,0,1,1,1,7819,17,0,0,5080,1
1223,1236,4,110247,0,3,1,1,13690,16,0,0,5272,0
1224,1237,4,83572,745,5,1,1,101110,27,1700,5,5231,1
1225,1238,4,106234,5124,2,1,1,11160,26,0,0,5238,0
1226,1239,4,28205,0,5,1,1,101685,16,0,0,5267,1
1227,1240,4,7239,0,3,1,1,15835,15,0,0,5343,1
1228,1241,4,63638,0,1,1,1,0,0,0,0,5155,0
1229,1242,4,31967,0,1,1,1,1600,4,350,2,5101,0
1230,1243,4,97752,0,1,1,1,3676,10,0,0,5309,0
1231,1244,4,8327,0,1,1,1,0,0,0,0,5268,0
1232,1245,4,10179,0,2,1,1,5321,15,0,0,4989,1
1233,1246,4,23786,0,1,1,1,16950,4,0,0,5364,0
1234,1247,4,33020,0,1,1,1,6155,25,1500,3,5322,0
1235,1248,4,35316,0,1,1,1,1250,4,500,1,5330,0
1236,1249,4,146086,0,1,1,1,6950,17,6950,17,5345,0
1237,1250,4,15352,0,1,1,1,1350,4,0,0,5359,0
1238,1251,4,13522,0,1,1,1,5000,1,0,0,5162,0
1239,1252,4,13949,0,1,1,1,0,0,0,0,5374,0
1240,1253,4,99405,0,1,1,1,14150,11,2150,9,5400,1
1241,1254,4,50016,0,3,1,1,13495,14,0,0,4548,0
1242,1255,4,23696,0,2,1,1,5577,10,0,0,5531,0
1243,1256,4,55384,967,1,1,1,0,0,0,0,5309,0
1244,1257,4,166465,0,4,1,4,98717,30,0,0,5531,0
1245,1258,4,95207,0,3,1,1,30652,30,2348,8,5531,1
1246,1259,4,80431,0,1,1,1,2150,2,150,1,5531,0
1247,1260,4,49288,0,3,1,1,12538,19,600,2,5353,1
1248,1261,4,81291,0,2,1,1,10522,14,1430,1,5154,0
1249,1262,4,48877,0,2,1,1,11761,35,371,2,5371,1
1250,1263,4,164884,0,4,1,1,35226,18,1734,2,5283,1
1251,1264,4,29707,0,1,1,1,300,3,0,0,5275,0
1252,1265,4,26325,0,2,1,1,14559,20,1310,2,5521,1
1253,1266,4,28553,0,3,1,1,13844,5,0,0,5517,0
1254,1267,4,152421,0,3,1,1,17045,20,500,1,5510,0
1255,1268,4,17699,0,1,1,1,0,0,0,0,5505,1
1256,1269,4,70565,2408,1,1,1,25261,15,750,2,5499,1
1257,1270,4,15450,0,1,1,1,50,1,50,1,5499,0
1258,1271,4,71736,0,5,1,1,53602,25,50,1,5485,1
1259,1272,4,37926,0,3,1,1,25153,7,0,0,5845,0
1260,1273,4,58628,0,3,1,1,22581,13,0,0,5471,0
1261,1274,4,31007,0,1,1,1,5700,6,1200,4,5465,1
1262,1275,4,11494,0,1,1,1,8425,15,4700,11,5487,1
1263,1276,4,27469,0,1,1,1,1,3,0,0,5461,0
1264,1277,4,44760,0,1,1,1,3105,6,100,2,5455,0
1265,1278,4,7210,0,1,1,1,2402,13,0,0,5449,1
1266,1279,4,92402,0,4,1,1,40825,14,0,0,5443,1
1267,1280,4,22831,0,1,1,1,4500,15,0,0,5442,1
1268,1281,4,59113,0,4,1,1,46808,32,0,0,5435,1
1269,1282,4,24608,0,5,1,1,62774,21,0,0,5430,1
1270,1283,4,16103,0,1,3,1,10819,13,0,0,5427,0
1271,1284,4,51261,0,1,1,1,2000,4,2000,4,4904,1
1272,1285,4,24698,0,1,1,1,1329,5,500,1,4267,0
1273,1286,4,88177,0,5,1,1,53468,19,400,1,5080,1
1274,1287,4,74453,0,1,1,1,5500,3,0,0,5181,0
1275,1288,4,39601,0,1,1,1,4066,12,0,0,5434,0
1276,1289,4,1227,0,1,1,1,0,0,0,0,5786,0
1277,1290,4,138254,0,1,1,1,24100,9,0,0,5420,1
1278,1291,4,18046,0,1,1,1,162,4,0,0,5416,1
1279,1292,4,108395,0,2,1,1,8598,8,0,0,5416,0
1280,1293,4,21839,0,1,1,1,1375,4,0,0,5411,0
1281,1294,4,11542,0,4,1,1,49100,16,1500,3,5405,1
1282,1295,4,41648,0,4,1,1,32117,35,2200,5,5408,1
1283,1296,4,39908,0,4,1,1,45824,29,0,0,5394,1
1284,1297,4,14889,0,1,1,1,1500,2,0,0,5393,0
1285,1298,4,103796,0,5,1,1,63335,26,250,1,5021,1
1286,1299,4,69323,0,1,1,1,5140,2,0,0,4786,0
1287,1300,4,21599,0,2,1,1,5561,13,0,0,5302,0
1288,1301,4,60936,0,5,1,1,56381,17,0,0,5051,1
1289,1302,4,148053,0,1,1,1,10250,2,250,1,5301,1
1290,1303,4,10702,0,1,1,1,200,2,200,2,5272,0
1291,1304,4,249,0,1,1,1,1000,1,0,0,5204,1
1292,1305,4,36290,0,1,1,1,8600,13,2600,9,5111,1
1293,1306,4,157416,0,5,1,1,67795,16,0,0,5132,0
1294,1307,4,1511,0,1,1,1,2250,11,0,0,5051,1
1295,1308,1,184701,0,4,1,1,45629,13,500,1,4989,0
1296,1309,4,139298,0,1,1,1,0,0,0,0,4965,0
1297,1310,4,82380,0,1,1,1,2601,13,0,0,5071,0
1298,1311,4,115591,867,1,1,1,9500,20,2500,16,4967,1
1299,1312,4,107333,0,1,1,1,4374,5,1874,4,5063,0
1300,1313,3,737514,0,3,1,4,43993,40,2150,7,5030,0
1301,1314,4,23023,0,1,1,1,0,0,0,0,5087,0
1302,1315,4,43403,1846,1,1,1,3350,12,3350,12,3930,1
1303,1316,4,15719,0,2,1,1,5740,13,0,0,4974,0
1304,1317,4,128676,0,1,1,1,8500,3,0,0,5164,0
1305,1318,4,8836,0,1,1,1,4788,6,808,3,4544,1
1306,1319,4,94875,0,5,1,1,58314,25,800,7,4736,1
1307,1320,4,27243,0,2,1,1,6785,12,0,0,4606,0
1308,1321,4,64969,0,1,1,1,1135,13,0,0,4996,0
1309,1322,4,6112,0,1,1,1,0,0,0,0,5072,0
1310,1323,4,71784,0,4,1,1,39276,20,0,0,4936,0
1311,1324,4,31484,0,1,1,1,3125,11,0,0,4117,0
1312,1325,4,17995,0,1,1,1,0,0,0,0,4994,0
1313,1326,4,40994,0,4,1,1,26916,15,500,1,5078,1
1314,1327,1,286101,1000,5,1,1,72965,31,3000,11,4666,1
1315,1328,1,205219,0,4,1,1,30347,19,0,0,4792,0
1316,1329,4,74777,0,2,1,1,20630,8,0,0,5384,1
1317,1330,1,218191,0,3,1,1,24630,17,0,0,5240,0
1318,1331,4,22132,0,1,1,1,0,0,0,0,5150,0
1319,1332,4,83508,1514,1,1,1,11268,13,2176,2,5069,1
1320,1333,4,88122,0,3,1,1,19408,13,0,0,5174,0
1321,1334,4,152284,0,5,1,1,77045,38,1648,10,4996,1
1322,1335,4,4146,0,1,1,1,3750,9,0,0,5210,1
1323,1336,4,25272,0,1,1,1,0,0,0,0,5189,0
1324,1337,4,21855,0,1,1,1,200,3,0,0,5383,0
1325,1338,4,63454,0,4,1,1,49068,13,0,0,5383,1
1326,1339,4,24292,0,2,1,1,6558,10,0,0,5276,1
1327,1340,4,60168,0,4,1,1,44133,16,0,0,4313,1
1328,1341,4,9554,0,1,1,1,2710,3,0,0,5064,1
1329,1342,4,30130,0,2,1,1,9192,15,0,0,4993,1
1330,1343,4,12665,0,1,1,1,4125,24,0,0,4539,0
1331,1344,4,9860,0,1,1,1,99,1,99,1,5055,0
1332,1345,4,10069,0,1,1,1,200,1,0,0,4933,0
1333,1346,4,2224,0,1,1,1,0,0,0,0,5098,0
1334,1347,4,40576,0,1,1,1,0,0,0,0,5118,0
1335,1348,4,5667,0,1,1,1,5667,4,0,0,4937,0
1336,1349,4,59791,0,1,1,1,3254,7,0,0,4602,0
1337,1350,4,128664,8019,4,1,1,44298,16,50,1,5155,1
1338,1351,4,126947,0,1,1,1,2350,2,350,1,5167,0
1339,1352,1,189235,0,3,1,1,20487,20,0,0,5282,0
1340,1353,4,38604,0,1,1,1,625,5,0,0,5184,0
1341,1354,4,73008,0,3,1,1,12930,18,0,0,5050,0
1342,1355,4,62942,500,1,1,1,4752,8,2121,6,5070,0
1343,1356,4,33057,763,1,1,1,5190,5,0,0,4828,0
1344,1357,4,42572,0,3,1,1,21809,14,100,1,5070,1
1345,1358,4,38671,0,1,1,1,2200,9,1000,5,5192,0
1346,1359,4,5320,0,1,1,1,2275,9,0,0,5084,0
1347,1360,1,228529,0,2,1,1,24687,14,500,1,4924,1
1348,1361,4,46272,0,1,1,1,5720,10,800,3,5092,1
1349,1362,4,113758,0,3,1,1,12616,14,0,0,5199,0
1350,1363,4,105458,0,1,1,1,750,4,700,2,4924,0
1351,1364,4,39946,0,3,1,1,16951,14,0,0,5282,1
1352,1365,4,92859,0,4,1,1,33378,15,0,0,5185,1
1353,1366,4,25158,0,5,1,1,52278,17,0,0,5079,1
1354,1367,4,82270,0,2,1,1,24612,6,0,0,5270,1
1355,1368,4,97155,0,2,1,1,10004,3,0,0,5244,0
1356,1369,4,153197,0,2,1,1,14712,17,100,1,5189,0
1357,1370,4,55864,0,1,1,1,3691,6,500,1,5251,1
1358,1371,4,23890,0,4,1,1,35574,19,0,0,5031,1
1359,1372,4,46545,1000,1,1,1,0,0,0,0,5066,0
1360,1373,4,7354,0,1,1,1,0,0,0,0,5050,0
1361,1374,4,45031,0,1,1,1,1000,1,0,0,5227,0
1362,1375,4,16125,0,3,1,1,23288,17,0,0,5210,1
1363,1376,4,200,0,1,1,1,200,1,200,1,5254,0
1364,1377,1,195754,0,5,1,1,98535,40,2550,9,5202,1
1365,1378,4,54189,0,2,1,1,8940,17,0,0,4791,0
1366,1379,4,15439,0,1,1,1,490,3,0,0,5147,0
1367,1380,4,56308,0,1,1,1,2500,3,1000,2,4688,0
1368,1381,4,1000,0,1,1,1,0,0,0,0,4769,0
1369,1382,4,45412,0,1,1,1,1100,3,1100,3,5163,0
1370,1383,4,21582,0,3,1,1,10811,15,0,0,4695,1
1371,1384,4,16866,0,1,1,1,0,0,0,0,5072,0
1372,1385,4,86011,0,4,1,1,31769,18,0,0,5381,1
1373,1386,4,31786,0,1,1,1,2661,10,0,0,5380,0
1374,1387,4,16994,0,1,1,1,1550,3,1050,2,5379,1
1375,1388,4,5824,0,1,1,1,0,0,0,0,5401,0
1376,1389,4,17587,0,1,1,1,17587,7,0,0,5367,0
1377,1390,4,1000,0,1,1,1,0,0,0,0,5367,0
1378,1392,4,91670,0,4,1,1,48193,17,1000,2,5365,1
1379,1393,4,92800,0,5,1,1,62042,23,350,1,5358,1
1380,1394,4,31134,0,3,1,1,20108,17,0,0,5352,0
1381,1395,4,57002,0,1,1,1,2570,13,0,0,5350,0
1382,1396,4,66516,0,4,1,1,45406,16,200,1,5311,0
1383,1397,4,18154,0,1,2,1,7748,16,0,0,5310,1
1384,1398,1,320997,2556,5,1,1,82255,24,0,0,5345,1
1385,1399,4,14345,0,4,1,1,50752,16,0,0,5487,1
1386,1400,4,43603,0,1,1,1,17100,4,100,1,5335,1
1387,1401,4,1836,0,1,1,1,850,4,350,3,5329,0
1388,1402,4,156041,0,2,1,1,5644,13,0,0,5324,1
1389,1403,4,49145,0,1,2,1,12755,22,2450,7,5323,0
1390,1404,4,11648,0,1,1,1,475,4,0,0,5318,0
1391,1405,4,14525,0,1,1,1,4625,28,0,0,5317,0
1392,1406,4,10689,0,1,1,1,2750,15,0,0,5315,0
1393,1407,4,37552,0,1,1,1,100,1,0,0,5340,0
1394,1408,1,210350,0,5,1,1,56754,14,0,0,5302,0
1395,1409,4,26156,0,3,1,1,23831,16,0,0,5297,1
1396,1410,4,32061,0,1,1,1,1100,6,0,0,5295,0
1397,1411,1,355145,0,5,1,1,61926,29,806,8,5288,0
1398,1412,4,6000,0,1,1,1,0,0,0,0,5286,0
1399,1413,4,30892,0,3,1,1,11474,11,0,0,5283,0
1400,1414,4,29263,0,3,1,1,15184,13,0,0,5279,0
1401,1415,1,221432,0,4,1,1,31975,21,0,0,5275,0
1402,1416,4,43761,0,1,1,1,5398,16,0,0,5268,0
1403,1417,4,21393,0,1,1,1,5040,2,0,0,5262,0
1404,1418,4,108950,0,1,1,1,3300,9,3300,9,5259,1
1405,1419,4,25089,0,4,1,1,40763,19,550,2,5259,1
1406,1420,4,77709,0,4,1,1,36028,19,100,2,5253,1
1407,1421,4,22533,1000,4,1,1,22206,17,100,1,5248,1
1408,1422,4,25302,0,3,1,1,11312,13,0,0,5245,0
1409,1423,4,11908,0,1,1,1,0,0,0,0,5240,0
1410,1424,1,176982,0,1,1,1,2299,9,0,0,5234,0
1411,1425,4,8723,0,5,1,1,77923,15,0,0,5231,1
1412,1426,4,9071,0,1,1,1,1647,9,0,0,5225,0
1413,1427,4,144848,0,4,1,1,37056,15,0,0,5219,0
1414,1428,4,130364,0,5,1,1,62083,15,250,1,5213,1
1415,1429,4,15592,4924,4,1,1,37173,13,0,0,5209,1
1416,1430,4,25404,0,1,1,1,2125,7,500,1,5203,0
1417,1431,4,34584,0,1,1,1,6962,21,1500,7,5202,1
1418,1432,4,32313,0,4,1,1,29188,27,0,0,5397,1
1419,1433,4,168897,0,4,1,1,37451,24,400,2,5189,0
1420,1434,4,68891,1697,4,1,1,37257,14,500,1,5178,1
1421,1435,4,18068,0,1,1,1,0,0,0,0,5174,0
1422,1436,4,137134,0,5,1,1,92740,20,0,0,5170,0
1423,1437,4,26561,0,1,1,1,100,1,0,0,4926,1
1424,1438,4,22093,0,3,1,1,14857,11,200,1,2587,0
1425,1439,4,58538,1739,4,1,1,48670,19,500,2,4352,1
1426,1440,4,29667,0,1,1,1,5304,19,0,0,4841,0
1427,1441,4,88093,0,3,1,1,15518,13,343,1,4660,0
1428,1442,1,472241,500,1,1,1,3600,12,3500,11,5045,1
1429,1443,4,62569,0,4,1,1,33765,19,50,1,4888,1
1430,1444,4,20982,0,4,1,1,44238,18,0,0,4716,1
1431,1445,4,44665,0,1,1,1,333,2,333,2,3601,0
1432,1446,4,22639,0,1,1,1,1840,4,0,0,5168,0
1433,1447,4,120152,0,1,1,1,6250,27,3750,26,4497,1
1434,1448,4,51402,0,1,1,1,4375,14,0,0,4978,0
1435,1449,4,32749,0,1,1,1,450,3,450,3,5050,1
1436,1450,4,170309,0,5,1,1,66546,20,4130,4,5009,1
1437,1451,4,18924,0,1,1,1,4000,18,0,0,5168,0
1438,1452,4,61919,0,4,1,1,39163,14,350,1,5157,1
1439,1453,1,193547,0,1,1,1,3544,12,0,0,5153,0
